event_id,event_time,location,rock_type,depth,compressive_strength,tensile_strength,tangential_stress,brittleness_ratio,elastic_strain_energy,density,signal_energy,event_duration,dominant_frequency,signal_rms,seismic_event_rate,peak_ground_acceleration,gutenberg_richter_b,cumulative_seismic_energy,axial_stress,radial_stress,strain_rate,intensity_label,seismic_pulses,total_seismic_energy,rockburst_grade
RB02573,8/26/2019 17:03,Mine X-Delta,Conglomerate,753,110.6,9.3,98.2,2.86,2.67,2.71,0.53,1.45,6.84,0.071,17,0.87,1.3,372.7,101.1,75.9,0.0045,III,714,39850,0
RB01587,2/12/2015 0:46,Gawadar Support Shaft,Quartzite,683,125,10.5,89.6,3.05,2.3,2.57,0.42,1.55,6.58,0.067,12.8,0.78,1.1,359.8,91.1,76.3,0.0043,II,1146,39410,0
RB01258,7/5/1993 4:14,Buner Basin Tunnel,Sandstone,619,121.3,10,80.3,3.69,2.42,2.76,0.45,1.07,6.34,0.078,13.5,0.73,1.3,350.1,90.9,75,0.0045,II,405,28440,0
RB03442,7/10/2023 17:26,Qasim Tunnel,Limestone,761,112.8,9.6,91.1,2.65,2.2,2.73,0.52,1.78,5.53,0.068,17.5,0.84,1.3,387.5,101.1,77.7,0.0046,III,635,21750,0
RB03481,7/5/1997 16:54,Reko Diq Zone 3,Conglomerate,760,113.8,10.6,90.1,3.69,2.16,2.51,0.51,1.45,5.78,0.072,15.3,0.81,1.1,396.8,102.9,80.4,0.0047,III,633,68830,0
RB04109,9/5/2013 15:38,Mansehra Mid Tunnel,Andesite,821,94,9.9,106.9,3.04,3.01,2.66,0.55,1.01,6.14,0.066,18.4,0.98,1.16,433.7,108.1,81.9,0.005,IV,486,29550,3
RB01179,9/1/2002 9:56,Khewra Drift,Conglomerate,546,127.3,11,73.7,3.71,3.11,2.79,0.36,1.12,5.68,0.076,11.7,0.66,1.23,313.7,89.4,66.9,0.004,I,387,23710,0
RB03464,12/4/1999 5:11,Gawadar Support Shaft,Phyllite,795,111.5,8.7,92.4,3.8,2.7,2.77,0.52,1.28,5.93,0.067,17.5,0.89,0.96,386.6,98.3,83.7,0.0047,III,391,24650,0
RB03470,8/3/1993 6:45,Tunnel B-12,Slate,772,106,8.7,90.7,3.42,2.46,2.76,0.48,1.16,5.53,0.078,16.6,0.86,0.94,376,102.5,79.6,0.0047,III,534,31030,0
RB03468,7/1/2016 6:13,Buner Basin Tunnel,Dolomite,708,107.8,8.9,93.3,2.52,2.24,2.78,0.52,0.96,7.42,0.076,15.4,0.87,1.21,406.4,98.5,83.6,0.0048,III,418,19200,0
RB02104,9/20/2020 9:02,Thar Block A,Phyllite,631,122.9,9.3,85.5,2.51,3.14,2.72,0.45,1.41,7.04,0.085,13.5,0.72,1.24,346.9,92.6,76.6,0.0044,II,366,23200,0
RB00443,10/4/2012 20:51,Reko Diq Zone 3,Slate,521,130.3,12.8,74.7,3.5,2.33,2.59,0.35,1.4,7.47,0.09,9.7,0.6,1.21,330.3,94.6,66.7,0.0039,I,426,10820,0
RB02228,7/29/2021 1:44,Thar Block A,Slate,658,119.5,11.8,80.3,3.35,2.05,2.77,0.43,1.95,6.38,0.06,13.7,0.73,1.04,338.7,94.7,76.3,0.0044,II,383,13360,0
RB04417,9/22/2017 4:24,Tunnel B-12,Basalt,842,103,7.9,103.2,3.12,3.28,2.68,0.56,1.96,6.51,0.064,18.6,0.95,0.95,428.3,107.2,80.7,0.005,IV,540,58460,0
RB00926,6/3/2001 11:02,Kohat Underground,Slate,552,132.6,10.6,71.1,2.85,2.47,2.72,0.35,1.73,5.85,0.064,11.1,0.65,1.24,318.5,92.9,72.6,0.0035,I,524,26370,0
RB04021,10/14/1998 8:20,Sanghar Section 1,Migmatite,814,98.5,7.5,105.6,2.86,2.73,2.54,0.54,1.26,7.05,0.084,18.5,0.94,0.92,422.7,106.8,85.7,0.0049,IV,417,13110,0
RB02146,9/25/2009 0:31,Reko Diq Zone 3,Sandstone,679,124.7,9.6,87.6,3.64,3.21,2.69,0.47,1.7,7.5,0.073,12.8,0.71,1.05,354.7,99.3,72.2,0.0042,II,319,11010,0
RB04771,10/23/2019 9:01,Kohat Underground,Marble,921,90.2,8.1,104.7,2.73,2.28,2.59,0.58,1.67,7.24,0.068,18.8,0.97,1.06,427.9,114.8,80.5,0.0048,IV,275,15840,0
RB01412,8/23/2014 11:57,Khewra Drift,Dolomite,673,122,9.8,87.1,3.06,3.32,2.51,0.4,1.66,7.41,0.082,14.9,0.77,1.12,339.5,91.6,78.1,0.0041,II,214,12650,0
RB03467,8/31/2006 14:58,Gilgit Drift Alpha,Gneiss,711,114.5,9.9,96,3.51,2.12,2.6,0.53,0.83,6.6,0.083,15.1,0.81,0.93,397.7,101.8,81,0.0047,III,370,10020,0
RB02073,2/9/1994 5:47,Reko Diq Zone 3,Conglomerate,673,119.2,10.3,83.5,3.52,2.72,2.79,0.43,1.18,6.81,0.061,13.9,0.76,0.98,342.7,93,74.2,0.0043,II,233,11390,0
RB01510,3/6/2003 2:13,Thar Block A,Quartzite,669,115.3,10.2,82.2,3.4,2.88,2.72,0.45,1.56,6.18,0.07,12.8,0.74,1.08,330.2,92.2,74.7,0.0042,II,236,19890,0
RB01228,9/2/2000 14:32,Mansehra Mid Tunnel,Basalt,570,134.1,12,76.1,2.6,2.18,2.77,0.33,1.76,6.04,0.065,8.9,0.65,1.19,326.2,94.5,67,0.0039,I,769,56940,0
RB04073,8/16/1992 14:01,Thar Block A,Slate,878,100.1,7.3,109.8,3.27,3.14,2.63,0.54,1.8,6.26,0.088,19.9,0.93,0.94,411.2,103.3,81.1,0.0049,IV,674,27390,0
RB02586,11/20/2002 1:42,Sanghar Section 1,Dolomite,711,107.6,10.5,98.6,2.88,2.06,2.57,0.5,1.47,6.13,0.068,18,0.85,1.24,375.5,98.3,84.8,0.0048,III,429,26940,0
RB04451,1/4/2011 5:03,Thar Block A,Shale,909,103.4,9.5,105.3,3.33,2.08,2.76,0.6,1.82,6.04,0.068,19.5,0.93,1.18,434.5,100.4,82.3,0.005,IV,318,15760,0
RB02952,7/19/2002 0:06,Attock Rock Shaft,Marble,716,112.9,10.3,91.8,2.86,2.48,2.63,0.5,1.72,6.39,0.086,17.9,0.84,1.23,383.5,98.8,77.2,0.0046,III,271,13160,0
RB03886,2/25/1993 16:16,Mansehra Mid Tunnel,Slate,939,101.3,9.2,106.7,3.15,2.81,2.79,0.56,1.76,6.79,0.071,19.1,0.97,1.02,446.3,113.4,89.1,0.005,IV,381,20550,0
RB00325,5/6/2003 21:49,Karak Tunnel,Marble,502,127.4,11.2,71.5,3.28,3.16,2.63,0.34,1.79,7.03,0.082,11.7,0.68,0.98,329.8,93.6,65.1,0.0035,I,805,28510,0
RB03978,8/12/2000 16:08,Punjab Core Tunnel,Marble,851,92.5,9.2,109.1,2.89,2.83,2.51,0.58,1.13,7.33,0.081,19.4,0.93,1.17,416.7,100.7,89.5,0.0048,IV,619,26210,0
RB03577,1/2/2003 6:43,Mansehra Mid Tunnel,Phyllite,774,108.3,9.1,97.9,2.64,2.9,2.51,0.51,0.87,7.47,0.08,15.5,0.82,1.01,386.6,98.9,79.3,0.0047,III,434,18840,0
RB02212,8/5/2014 10:51,Makran Fault Shaft,Slate,669,117.4,11.4,80,3.37,2.89,2.64,0.45,0.98,6.09,0.081,13.4,0.75,1.23,338.6,96,77.7,0.0043,II,398,18440,0
RB03299,1/18/2011 12:26,Reko Diq Zone 3,Chalk,778,106.4,9.8,98.2,3.01,2.18,2.64,0.53,1.85,6.94,0.07,17,0.86,1.09,381.6,102.7,77.7,0.0047,III,343,11080,0
RB03036,4/11/2018 10:26,Thar Block A,Dolomite,716,109.7,9,93.2,2.8,2.11,2.77,0.54,0.87,7.12,0.077,17.8,0.9,1.3,383.8,96.6,84,0.0047,III,736,16380,0
RB01499,9/26/2004 12:13,Gilgit Drift Alpha,Phyllite,600,120.1,9.3,87.3,2.99,2.34,2.67,0.42,1.81,6.24,0.08,12.7,0.72,1.03,351.3,97.8,71.7,0.0041,II,635,27440,0
RB01503,11/1/1995 2:17,Reko Diq Zone 3,Dolomite,631,118.9,10.8,85.8,3.59,3.34,2.72,0.47,1.28,5.78,0.076,14.3,0.76,1.09,357.4,95.1,79.1,0.0045,II,597,44980,0
RB01007,2/19/1999 11:38,Mine X-Delta,Slate,549,134.5,14,76.5,2.89,2.46,2.52,0.32,1.49,6.83,0.083,11.6,0.64,1.29,334.5,91.8,67.4,0.0035,I,553,31430,0
RB04180,12/28/2006 6:36,Buner Basin Tunnel,Marble,857,93,8.4,105.9,2.83,2.93,2.65,0.56,1.66,6.41,0.081,18.9,0.99,0.98,430.3,114.9,85.9,0.0049,IV,433,21660,0
RB03014,3/10/1998 13:55,Khewra Drift,Shale,777,108.5,9.1,95.4,3.79,2.14,2.64,0.51,1.18,6.16,0.069,17.9,0.83,1.23,407,96.8,75.8,0.0046,III,1192,38220,0
RB03517,1/6/1996 14:29,Khewra Drift,Basalt,756,112.2,9.5,91.3,2.93,2.72,2.7,0.53,1.44,7.45,0.061,15.5,0.85,1.06,370.6,97.8,83,0.0045,III,777,20040,0
RB01468,12/19/2019 14:22,Gilgit Drift Alpha,Shale,696,117.9,10.7,82.6,2.88,3.19,2.58,0.43,1.89,6.48,0.083,13.5,0.76,1.12,336.4,98,77.3,0.0043,II,511,9660,0
RB01226,5/27/2000 15:01,Karak Tunnel,Chalk,528,136.2,12.3,72.1,3.16,2.92,2.61,0.37,1.84,5.68,0.081,8.8,0.67,1.11,323.2,91.3,74.9,0.0038,I,589,11020,0
RB03168,11/17/2016 12:38,Tunnel B-12,Migmatite,714,112.2,10,97.3,2.51,2.18,2.58,0.52,0.81,6.8,0.063,16.2,0.82,0.93,371.7,104.8,81,0.0045,III,422,10410,0
RB02268,4/6/1992 18:21,Sanghar Section 1,Quartzite,642,119.9,10.1,88.7,2.55,2.67,2.8,0.47,1.3,5.81,0.082,13.4,0.74,1.1,351.7,93.4,75,0.0044,II,458,15040,0
RB03809,12/8/1997 20:59,Mine X-Delta,Phyllite,933,92.6,7.2,102.8,3.68,2.46,2.65,0.56,1.77,6.53,0.08,18.3,0.95,1.13,416.6,103,86.2,0.0049,IV,344,5600,0
RB01217,11/20/2024 14:38,Sindh Line A,Gneiss,513,128.4,12.1,73,3.04,2.7,2.55,0.4,1.37,7.26,0.088,10.7,0.65,1,313.8,94.2,73.2,0.0037,I,513,7560,0
RB03977,8/9/1999 12:28,Buner Basin Tunnel,Andesite,921,99.9,7.4,100.3,3.45,2.1,2.59,0.56,1.78,7.24,0.072,18.2,0.93,0.94,422.1,109.7,89.7,0.0049,IV,402,10370,0
RB04585,7/17/2024 8:18,Makran Fault Shaft,Quartzite,826,94.9,9.6,109,3.37,2.86,2.61,0.54,1.38,6.33,0.088,18.6,0.99,1.1,428.6,112.6,85.5,0.005,IV,361,8850,0
RB00421,2/1/1998 18:10,Mine X-Delta,Phyllite,545,130,13.9,75.5,3.42,2.42,2.76,0.31,1.88,5.98,0.079,9.3,0.62,1.21,344.3,89.8,73.8,0.0039,I,296,5640,0
RB03423,5/25/2004 14:43,Kohat Underground,Migmatite,769,109.9,9.2,92.4,2.67,3.47,2.59,0.51,1.63,6.42,0.064,15.9,0.87,1.19,394.5,101.6,75.9,0.0047,III,347,6700,0
RB00007,6/2/2023 10:17,Sindh Line A,Gneiss,578,135.7,12.2,76.6,3.45,2.5,2.75,0.38,1.81,6.96,0.072,11.9,0.64,0.98,349.4,90.3,73.5,0.0035,I,176,10140,0
RB00933,9/6/2016 3:00,Mine X-Delta,Marble,576,134.5,12.8,72.6,3.23,3.12,2.52,0.34,1.55,6.88,0.069,9.9,0.65,1.05,307,90.3,67.5,0.0035,I,185,7290,0
RB01692,5/29/2008 6:58,Dir Valley Route,Phyllite,691,120.8,9.2,86.3,2.53,2.43,2.62,0.47,0.82,5.69,0.068,14.6,0.76,1.16,345.1,96.9,70.8,0.0041,II,342,9030,0
RB00440,8/14/2009 11:59,Sanghar Section 1,Dolomite,573,126,11.3,78.1,3.44,2.84,2.78,0.33,1.46,6.58,0.064,9.3,0.62,0.91,315.6,93.8,66.5,0.0036,I,262,3380,0
RB01314,9/16/2010 14:33,Skardu Access Tunnel,Quartzite,617,118.9,11,86.7,2.52,2.23,2.53,0.45,1.05,6.4,0.089,14.9,0.75,1.18,367.8,97.7,78.9,0.0043,II,167,5180,0
RB00679,11/8/1997 23:47,Gilgit Drift Alpha,Chalk,575,130.1,13.2,73.1,3.33,2.81,2.71,0.31,1.09,5.91,0.072,11.7,0.68,1.23,300.5,86,72.3,0.0039,I,144,10300,0
RB01944,11/3/2018 4:21,Buner Basin Tunnel,Granite,639,119.4,10.4,88.8,3.78,2.74,2.54,0.46,1.57,5.6,0.074,14.8,0.72,1.22,352.7,97.9,72.4,0.0043,II,162,5350,0
RB04611,4/2/2008 17:10,Attock Rock Shaft,Gneiss,846,99.5,9.6,109.4,3.52,2.65,2.78,0.54,1.11,5.93,0.071,19.7,0.92,1.28,424.6,110.6,88.7,0.0049,IV,171,5520,0
RB03304,9/16/2001 8:38,Mansehra Mid Tunnel,Migmatite,745,112.9,9.6,94,3.08,3.34,2.76,0.54,1.71,5.77,0.07,15.6,0.83,1.04,378.5,104.8,75.2,0.0046,III,159,7300,0
RB02269,2/12/2024 17:56,Makran Fault Shaft,Shale,615,115.9,10.1,84.6,2.67,3.23,2.62,0.45,1.44,6.07,0.075,14.9,0.79,1.27,353.3,96.2,73.5,0.0044,II,141,7510,0
RB04634,11/17/2003 16:33,Buner Basin Tunnel,Andesite,833,103.2,8.8,105.6,2.75,3.05,2.68,0.54,1.52,6.29,0.067,18.7,0.95,1.08,431.2,103.5,86.4,0.0048,IV,129,4340,0
RB04081,10/22/2012 22:22,Qasim Tunnel,Chalk,895,103.9,9.2,102.4,2.58,3.41,2.55,0.55,1.66,5.6,0.084,19.5,0.98,1.12,427.7,110.2,81.3,0.0048,IV,355,6850,0
RB02519,1/27/2022 10:44,Sindh Line A,Marble,724,112.2,10.7,95.7,3.71,2.33,2.52,0.49,1.93,7.09,0.079,16.4,0.89,1.13,393,104.2,84.3,0.0046,III,112,8880,0
RB02440,7/31/2012 5:53,Balochistan Deep Shaft,Limestone,654,119.6,11.6,83.5,2.73,3.1,2.77,0.43,2,6.34,0.077,13.3,0.8,1.1,354.6,96.6,79.3,0.0043,II,118,3270,0
RB04038,3/11/2007 15:54,Sindh Line A,Slate,849,90.4,7.2,105.6,2.94,2.37,2.57,0.59,1.98,5.59,0.086,19.8,0.91,1.24,450,100,86.8,0.005,IV,123,2940,0
RB01894,11/24/2022 22:45,Makran Fault Shaft,Migmatite,656,116.7,11.1,88.1,3.16,3.15,2.57,0.47,1.97,7.33,0.07,12.7,0.79,1.26,353.2,97.6,72.5,0.004,II,107,3610,0
RB04245,8/9/2016 19:59,Balochistan Deep Shaft,Phyllite,894,99.9,7.5,102.9,2.86,2.74,2.73,0.6,1.98,6.29,0.075,19.5,0.97,0.93,415.1,103.1,81.1,0.0048,IV,112,6450,0
RB04830,2/1/2020 16:50,Skardu Access Tunnel,Marble,925,103.5,7.3,101.7,3.79,2.18,2.53,0.56,1.88,5.96,0.08,20,0.91,1.04,432.3,103.8,87.8,0.0049,IV,157,9360,0
RB02641,4/7/2008 7:54,Khewra Drift,Limestone,796,114.2,10.7,99.3,3.74,2.33,2.75,0.52,1.59,5.69,0.067,16.5,0.82,1.26,379.8,102,84.5,0.0047,III,189,8980,0
RB00195,3/29/1993 0:07,Kohat Underground,Phyllite,594,139.9,10.2,79.2,2.56,2.21,2.75,0.32,1.11,7,0.069,9.5,0.63,1.11,323.6,90.2,73.6,0.004,I,153,9340,0
RB01475,7/20/2008 21:27,Dir Valley Route,Phyllite,699,116.4,10.3,85.8,3.27,3.39,2.66,0.46,1.61,7.28,0.083,14.4,0.7,0.98,355.2,90.7,75,0.0042,II,210,9680,0
RB04617,4/15/2021 3:36,Thar Block A,Sandstone,938,98.4,9.9,104.6,3.67,2.75,2.7,0.55,1.72,6.35,0.061,18.5,0.91,1.03,440.5,107.1,88.1,0.0049,IV,445,26510,0
RB01212,6/12/2018 15:23,Reko Diq Zone 3,Conglomerate,562,136.3,11.5,75.7,2.55,3.27,2.72,0.37,1.35,5.57,0.081,9.9,0.61,1.22,323.9,89.8,67.1,0.0039,I,519,34120,0
RB02439,12/12/2016 11:48,Punjab Core Tunnel,Slate,677,124.3,10.3,84.4,2.87,2.01,2.69,0.47,0.85,7.38,0.076,14,0.77,1.05,360.6,92.1,76,0.0043,II,683,37340,0
RB01658,7/8/2002 18:32,Mine X-Delta,Granite,639,122.3,10.1,89.6,3.19,3.16,2.64,0.42,1.08,7.44,0.084,12.3,0.73,1.21,368.9,96.2,70.8,0.0041,II,451,25550,0
RB02701,11/18/2015 6:11,Mansehra Mid Tunnel,Limestone,769,111.8,10.7,90.1,2.93,2.98,2.68,0.5,0.81,6.96,0.076,18,0.85,1.19,400,98,82.6,0.0047,III,679,58850,0
RB03083,9/15/2003 20:57,Thar Block A,Granite,763,113.6,10.5,95.4,2.95,2.6,2.76,0.51,0.95,7.16,0.085,17.3,0.82,0.93,392.7,102,83.3,0.0047,III,661,42330,0
RB02706,8/15/2018 0:19,Buner Basin Tunnel,Andesite,745,107.3,10.3,92.2,3.65,2.56,2.59,0.51,1.74,6.08,0.066,17.2,0.81,1.28,388.8,101,81.8,0.0045,III,718,53990,0
RB04227,4/1/1993 11:19,Sindh Line A,Limestone,893,102.6,9.1,109.3,3.75,3.4,2.61,0.59,1.07,6.81,0.076,18,0.91,1.02,440.9,105.5,85.3,0.0048,IV,505,18470,0
RB02843,9/9/1997 22:22,Punjab Core Tunnel,Limestone,700,111.5,9.1,90.7,3.15,3.24,2.72,0.52,0.99,6.62,0.07,16.5,0.84,1.12,376.5,103,83.9,0.0046,III,364,12870,0
RB02303,8/25/1996 8:53,Gilgit Drift Alpha,Granite,609,115.6,10.6,85.1,3.24,2.5,2.54,0.43,1.65,6.54,0.078,13.3,0.75,1.17,349.4,94.8,77.6,0.004,II,520,26300,0
RB01131,1/27/1999 12:04,Kohat Underground,Quartzite,572,134.7,11.8,74.6,2.95,2.23,2.52,0.4,1.23,5.75,0.07,11.2,0.69,0.99,341.8,86.6,65.5,0.0038,I,700,36530,0
RB01462,5/12/2010 5:34,Tunnel B-12,Migmatite,624,124.7,10.4,89.1,3.69,2.36,2.55,0.43,1.82,6.49,0.063,12.1,0.74,1.23,339.4,96.2,71.6,0.0045,II,1093,71730,0
RB00277,10/27/2001 8:07,Dir Valley Route,Gneiss,546,136.3,11,72.1,2.63,2.63,2.67,0.31,1.67,6.2,0.062,11.1,0.61,1.11,327,92.1,73.4,0.0035,I,594,34490,0
RB02223,7/21/2011 20:58,Sanghar Section 1,Sandstone,676,117.2,11.9,85,3.79,3.08,2.6,0.44,1.28,5.92,0.081,13.7,0.78,1.28,365.6,96.7,77.5,0.0042,II,455,14390,0
RB02332,2/8/1998 22:01,Punjab Core Tunnel,Sandstone,605,120.2,11.1,83.7,3.48,3.38,2.61,0.41,1.41,5.94,0.073,14.4,0.79,1.23,335.5,94.1,73,0.0042,II,573,53700,0
RB04323,9/17/2017 23:55,Gilgit Drift Alpha,Marble,883,92.9,7.9,104,3.11,3.37,2.53,0.6,0.91,6.35,0.074,19.9,0.95,0.95,430.9,106.1,89,0.005,IV,1157,70980,0
RB01303,6/23/2020 15:38,Kohat Underground,Marble,625,120.1,9.5,81.2,3.16,3.08,2.52,0.44,1.6,7.32,0.089,12.3,0.76,1.1,355.8,91.1,76.6,0.0043,II,930,35440,0
RB02518,12/1/2024 12:59,Makran Fault Shaft,Gneiss,762,113.1,9,95.9,3.04,2.52,2.62,0.51,1.32,7.01,0.081,17.2,0.82,0.99,375.1,102.3,80.3,0.0046,III,833,37600,0
RB00223,9/26/2016 23:20,Karak Tunnel,Marble,597,137.9,12.5,70.5,2.91,2.83,2.53,0.31,1.61,7.49,0.074,10.6,0.6,1.1,311.4,88.7,65.4,0.0039,I,428,21780,0
RB02037,2/22/1995 19:15,Buner Basin Tunnel,Dolomite,674,124.3,11.2,87.9,3.22,2.91,2.66,0.46,1.65,7.05,0.081,12.8,0.71,1.15,358,97.1,74.4,0.0044,II,365,17370,0
RB01925,5/11/1999 8:32,Dir Valley Route,Slate,630,123.1,10.6,89.9,2.61,3.11,2.55,0.48,1.6,7.25,0.063,14.3,0.73,1.07,342.5,92.6,71.1,0.0043,II,406,17580,0
RB00574,11/8/1992 8:03,Sanghar Section 1,Sandstone,500,139.2,10.7,79.6,2.83,3.11,2.75,0.38,1.87,5.99,0.09,9,0.64,0.9,347.2,94.3,66,0.0036,I,276,21900,0
RB01237,1/14/2020 23:05,Thar Block A,Andesite,591,128.9,13.6,70.3,2.55,2.54,2.67,0.37,1.47,6.57,0.061,11.8,0.61,1.01,310.6,91.7,67.4,0.0036,I,532,38350,0
RB03545,5/10/2013 18:56,Balochistan Deep Shaft,Basalt,766,110.3,10.4,98.1,3.25,2.39,2.75,0.5,1.08,7.04,0.081,15.7,0.83,0.97,400.6,95.1,81.3,0.0048,III,743,44640,0
RB02134,4/12/2000 19:04,Punjab Core Tunnel,Migmatite,645,123.6,10.2,87.2,3.63,3.27,2.54,0.41,1.77,7.25,0.068,12.6,0.76,1.26,356.3,99.2,79.7,0.0044,II,591,27960,0
RB01335,8/25/1992 11:40,Balochistan Deep Shaft,Andesite,600,122.6,10.5,89.4,3.67,3.22,2.56,0.45,1.79,6.36,0.078,14.1,0.73,0.91,357,99.7,78.6,0.0042,II,519,23770,0
RB02458,6/16/2004 23:24,Mine X-Delta,Shale,630,118.6,9.8,84.6,2.93,3.43,2.77,0.43,1.6,6.05,0.074,14,0.71,1.14,346.7,92.8,72.1,0.0042,II,855,59820,0
RB00419,12/24/1999 12:47,Punjab Core Tunnel,Basalt,501,138.4,11.7,72.3,3.23,2.84,2.52,0.32,1.07,7,0.066,11.9,0.7,1.16,322.9,93.6,70.1,0.0037,I,688,48020,0
RB04915,4/25/1993 19:29,Punjab Core Tunnel,Quartzite,935,93.2,7.8,102.5,3.47,2.46,2.57,0.56,1.23,7.34,0.076,18.3,0.99,1.2,427,104.2,84.8,0.0048,IV,504,25450,0
RB01105,9/6/2018 17:26,Gilgit Drift Alpha,Andesite,599,133.5,10.6,78.7,3.25,3.48,2.71,0.34,0.84,6.89,0.079,10.3,0.69,0.97,332,85.8,68.1,0.0038,I,909,64790,0
RB00258,3/20/2003 6:19,Karak Tunnel,Basalt,575,127.3,10.2,70.9,3.22,2.18,2.54,0.39,1,7.08,0.061,8,0.68,1.11,333.4,92.4,66.6,0.0036,I,601,34090,0
RB00296,8/30/2008 23:37,Buner Basin Tunnel,Granite,585,131.5,11.6,76.2,3.79,2.12,2.61,0.33,1.85,6.43,0.067,9.4,0.63,0.94,327.2,85.8,74.2,0.0039,I,455,25130,0
RB02362,10/19/2003 4:38,Reko Diq Zone 3,Shale,681,125,11.2,81.7,2.52,2.59,2.66,0.46,1.61,5.5,0.085,13.4,0.73,1.28,350.3,99.7,77.9,0.0042,II,550,34820,0
RB00387,11/5/2004 21:59,Dir Valley Route,Quartzite,594,130.7,12.2,72.3,3.77,3.08,2.52,0.34,1.22,5.52,0.06,10.7,0.68,1.05,332.8,90,72.8,0.0039,I,855,69880,0
RB03309,6/7/2005 21:02,Mansehra Mid Tunnel,Granite,784,111,9.9,99.1,2.7,3.29,2.64,0.52,1.45,6.94,0.07,15.3,0.9,1.18,373.2,102.4,83.2,0.0048,III,776,40900,0
RB04014,12/2/1994 16:08,Reko Diq Zone 3,Sandstone,838,102.4,7.2,107.7,3.68,3.34,2.56,0.58,0.96,6.09,0.075,18.6,0.95,1.29,447.7,108.1,83.5,0.005,IV,754,57040,0
RB02232,8/18/2014 1:03,Mansehra Mid Tunnel,Limestone,608,116.1,10.4,84.4,3.68,2.91,2.68,0.48,1.87,5.88,0.089,13.8,0.77,0.9,359,97.2,75.4,0.0045,II,857,69240,0
RB02555,12/11/1995 9:53,Reko Diq Zone 3,Andesite,755,111.1,10.9,95.5,3.31,3.44,2.75,0.52,1.24,5.78,0.086,17.9,0.89,1.17,393.4,96.2,82.3,0.0047,III,625,43030,0
RB04336,7/18/2021 0:34,Thar Block A,Migmatite,901,98.4,9.8,102,3.76,3.23,2.55,0.57,0.88,6.94,0.086,19.7,0.99,1.19,429.9,111.4,84.7,0.0048,IV,610,34170,0
RB03516,11/24/1992 0:41,Thar Block A,Basalt,736,107.9,10.3,91.4,2.71,2.24,2.69,0.5,0.85,5.59,0.076,16.3,0.85,0.94,405.5,95.7,79.6,0.0048,III,626,24530,0
RB01840,10/11/2004 0:37,Tunnel B-12,Phyllite,650,117.1,10.6,83.2,3.61,2.33,2.73,0.45,1.27,6.64,0.085,12.8,0.74,1.16,345.4,99.2,70.4,0.0043,II,347,17930,0
RB04385,5/21/2013 6:42,Punjab Core Tunnel,Quartzite,926,92.9,7.3,104.4,2.68,2.69,2.69,0.54,1.46,7.32,0.069,19,0.92,1.11,413.6,106.7,81.3,0.0049,IV,335,16060,0
RB01564,6/2/2001 0:27,Sindh Line A,Granite,661,118.6,9.5,84,2.66,2.63,2.59,0.47,0.85,6.89,0.077,13.3,0.76,0.98,344.9,93,77,0.0045,II,364,24150,0
RB02016,5/14/1992 5:55,Gawadar Support Shaft,Chalk,697,123.7,11.2,84.7,3.62,2.92,2.72,0.41,1.64,6.45,0.064,12.7,0.73,0.98,352.7,96.5,75.5,0.0043,II,367,17300,0
RB01401,7/2/2016 17:13,Qasim Tunnel,Marble,645,121,11.6,83.1,3.08,3.09,2.72,0.47,1.72,6.95,0.087,13.2,0.76,1.04,332.7,95.8,79.8,0.0041,II,696,59840,0
RB00713,11/30/2017 10:35,Dir Valley Route,Sandstone,519,125.2,12.3,71.6,3.49,2.89,2.53,0.36,1.15,7.13,0.089,8.6,0.65,1.16,311.2,85.1,70.1,0.0035,I,828,52200,0
RB02421,9/13/2019 8:47,Balochistan Deep Shaft,Granite,612,123.7,10.1,84.7,2.92,2.08,2.61,0.41,1.46,6.8,0.077,12.3,0.78,1.17,358.6,90.6,78,0.0043,II,627,29800,0
RB02620,2/3/2016 3:22,Kohat Underground,Slate,740,107,8.5,99.8,3.62,2.48,2.54,0.52,1.46,5.55,0.083,15.6,0.86,0.98,371.3,99.3,75.7,0.0045,III,644,55310,0
RB00210,6/18/2004 2:51,Balochistan Deep Shaft,Gneiss,568,128,13.2,74.6,2.83,2.36,2.64,0.34,1.34,6.6,0.078,10,0.67,1.01,341.3,87.9,71.7,0.0035,I,639,40480,0
RB04945,11/29/2002 21:34,Punjab Core Tunnel,Andesite,827,93.9,9.7,109.8,3.2,2.64,2.52,0.59,1.22,7.48,0.065,19.3,0.97,1.03,423,106.6,82.8,0.0049,IV,1134,32830,0
RB01290,5/26/1997 20:19,Gawadar Support Shaft,Gneiss,697,122.5,9.9,87.8,2.8,3.12,2.8,0.43,1.66,7.42,0.08,12.2,0.75,1.24,347.4,92.8,75.7,0.0043,II,516,34660,0
RB00450,2/1/1999 13:30,Thar Block A,Migmatite,587,134.1,10.3,76.4,3.73,3.22,2.57,0.34,1.64,7.43,0.072,10.7,0.7,1.22,327.4,85.6,66.2,0.0037,I,609,35940,0
RB04092,9/15/1999 9:52,Mine X-Delta,Slate,864,104.8,8,104.9,3.4,2.24,2.79,0.59,1.61,6.1,0.082,19.2,0.94,0.95,424.6,102,88.3,0.0048,IV,546,25490,0
RB02570,5/25/2008 8:15,Mansehra Mid Tunnel,Dolomite,732,111.4,9.7,95.7,2.98,2.27,2.79,0.54,1.58,7.38,0.082,15.4,0.88,0.91,397.9,100.3,83.6,0.0047,III,467,22830,0
